LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,X,Y
34.292589999999997,-118.804060000000007,299.100000000000023,0.440000000000000,0.380000000000000,2/16/2024 0:00:00,0930,N21,VIIRS,n,2.0NRT,279.100000000000023,1.560000000000000,N,-118.804047710000006,34.292585099999997
31.965610000000002,-106.585629999999995,307.970000000000027,0.530000000000000,0.420000000000000,2/17/2024 0:00:00,0913,N21,VIIRS,n,2.0NRT,278.199999999999989,1.720000000000000,N,-106.585620230000004,31.965604790000000
33.715910000000001,-117.712649999999996,301.930000000000007,0.530000000000000,0.420000000000000,2/22/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,281.149999999999977,1.080000000000000,N,-117.712637939999993,33.715905100000001
34.292610000000003,-118.803410000000000,308.329999999999984,0.410000000000000,0.450000000000000,2/22/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,279.680000000000007,0.820000000000000,N,-118.803397709999999,34.292605100000003
34.291400000000003,-118.802440000000004,299.589999999999975,0.380000000000000,0.590000000000000,2/23/2024 0:00:00,0858,N21,VIIRS,n,2.0NRT,276.720000000000027,0.500000000000000,N,-118.802427710000003,34.291395100000003
34.289009999999998,-118.803500000000000,295.519999999999982,0.380000000000000,0.590000000000000,2/23/2024 0:00:00,0858,N21,VIIRS,n,2.0NRT,275.899999999999977,0.490000000000000,N,-118.803487709999999,34.289005099999997
30.340560000000000,-97.619230000000002,299.930000000000007,0.400000000000000,0.370000000000000,2/25/2024 0:00:00,0822,N21,VIIRS,n,2.0NRT,281.889999999999986,0.760000000000000,N,-97.619222420000000,30.340554720000000
34.290709999999997,-118.803870000000003,301.550000000000011,0.510000000000000,0.410000000000000,2/25/2024 0:00:00,1002,N21,VIIRS,n,2.0NRT,271.920000000000016,0.610000000000000,N,-118.803857710000003,34.290705099999997
34.290120000000002,-118.801159999999996,307.730000000000018,0.440000000000000,0.380000000000000,3/7/2024 0:00:00,0956,N21,VIIRS,n,2.0NRT,278.079999999999984,1.590000000000000,N,-118.801147709999995,34.290115100000001
34.292700000000004,-118.801450000000003,313.259999999999991,0.400000000000000,0.370000000000000,3/8/2024 0:00:00,0936,N21,VIIRS,n,2.0NRT,279.129999999999995,1.640000000000000,N,-118.801437710000002,34.292695100000003
33.714019999999998,-117.710480000000004,300.209999999999980,0.380000000000000,0.360000000000000,3/8/2024 0:00:00,0938,N21,VIIRS,n,2.0NRT,280.420000000000016,0.700000000000000,N,-117.710467940000001,33.714015099999997
33.714669999999998,-117.711770000000001,300.740000000000009,0.520000000000000,0.420000000000000,3/9/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,279.410000000000025,1.270000000000000,N,-117.711757939999998,33.714665099999998
33.715809999999998,-117.712980000000002,303.579999999999984,0.520000000000000,0.420000000000000,3/9/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,279.519999999999982,1.280000000000000,N,-117.712967939999999,33.715805099999997
30.341370000000001,-97.617639999999994,298.250000000000000,0.400000000000000,0.370000000000000,3/12/2024 0:00:00,0822,N21,VIIRS,n,2.0NRT,284.019999999999982,0.590000000000000,N,-97.617632420000007,30.341364720000001
33.715820000000001,-117.710269999999994,307.910000000000025,0.390000000000000,0.370000000000000,3/13/2024 0:00:00,0943,N21,VIIRS,n,2.0NRT,282.360000000000014,1.300000000000000,N,-117.710257940000005,33.715815100000000
34.290030000000002,-118.800550000000001,296.529999999999973,0.380000000000000,0.360000000000000,3/13/2024 0:00:00,0943,N21,VIIRS,n,2.0NRT,281.420000000000016,0.560000000000000,N,-118.800537710000000,34.290025100000001
34.290250000000000,-118.803179999999998,305.019999999999982,0.500000000000000,0.410000000000000,3/14/2024 0:00:00,0924,N21,VIIRS,n,2.0NRT,284.120000000000005,1.390000000000000,N,-118.803167709999997,34.290245100000000
33.715879999999999,-117.711720000000000,305.089999999999975,0.450000000000000,0.390000000000000,3/14/2024 0:00:00,0924,N21,VIIRS,n,2.0NRT,281.649999999999977,1.200000000000000,N,-117.711707939999997,33.715875099999998
34.290900000000001,-118.800700000000006,299.329999999999984,0.600000000000000,0.530000000000000,3/15/2024 0:00:00,0907,N21,VIIRS,n,2.0NRT,278.720000000000027,0.910000000000000,N,-118.800687710000005,34.290895100000000
31.965420000000002,-106.585859999999997,303.000000000000000,0.450000000000000,0.390000000000000,3/15/2024 0:00:00,0907,N21,VIIRS,n,2.0NRT,277.329999999999984,0.740000000000000,N,-106.585850230000005,31.965414790000001
31.964980000000001,-106.584569999999999,297.970000000000027,0.390000000000000,0.360000000000000,3/16/2024 0:00:00,0845,N21,VIIRS,n,2.0NRT,260.970000000000027,1.540000000000000,N,-106.584560229999994,31.964974789999999
34.290070000000000,-118.801829999999995,299.740000000000009,0.370000000000000,0.580000000000000,3/16/2024 0:00:00,1028,N21,VIIRS,n,2.0NRT,273.480000000000018,0.810000000000000,N,-118.801817709999995,34.290065100000000
34.291670000000003,-118.799670000000006,295.519999999999982,0.410000000000000,0.450000000000000,3/17/2024 0:00:00,1009,N21,VIIRS,n,2.0NRT,278.920000000000016,1.360000000000000,N,-118.799657710000005,34.291665100000003
33.715359999999997,-117.709699999999998,306.430000000000007,0.430000000000000,0.380000000000000,3/18/2024 0:00:00,0949,N21,VIIRS,n,2.0NRT,281.670000000000016,1.160000000000000,N,-117.709687939999995,33.715355099999996
34.292529999999999,-118.800579999999997,307.949999999999989,0.400000000000000,0.370000000000000,3/18/2024 0:00:00,0949,N21,VIIRS,n,2.0NRT,281.170000000000016,1.590000000000000,N,-118.800567709999996,34.292525099999999
33.716920000000002,-117.712429999999998,308.800000000000011,0.400000000000000,0.370000000000000,3/19/2024 0:00:00,0930,N21,VIIRS,n,2.0NRT,281.920000000000016,1.500000000000000,N,-117.712417939999995,33.716915100000001
34.292990000000003,-118.804060000000007,298.329999999999984,0.430000000000000,0.380000000000000,3/19/2024 0:00:00,0930,N21,VIIRS,n,2.0NRT,280.180000000000007,0.520000000000000,N,-118.804047710000006,34.292985100000003
33.714709999999997,-117.712969999999999,301.110000000000014,0.420000000000000,0.450000000000000,3/20/2024 0:00:00,0911,N21,VIIRS,n,2.0NRT,282.439999999999998,1.230000000000000,N,-117.712957939999995,33.714705100000003
34.292870000000001,-118.802019999999999,298.769999999999982,0.490000000000000,0.490000000000000,3/20/2024 0:00:00,0911,N21,VIIRS,n,2.0NRT,281.550000000000011,1.100000000000000,N,-118.802007709999998,34.292865100000000
33.716230000000003,-117.708849999999998,300.180000000000007,0.420000000000000,0.450000000000000,3/20/2024 0:00:00,0911,N21,VIIRS,n,2.0NRT,282.970000000000027,1.380000000000000,N,-117.708837939999995,33.716225100000003
34.291879999999999,-118.803280000000001,298.149999999999977,0.460000000000000,0.640000000000000,3/21/2024 0:00:00,0852,N21,VIIRS,n,2.0NRT,281.319999999999993,0.590000000000000,N,-118.803267710000000,34.291875099999999
30.340520000000001,-97.617800000000003,298.550000000000011,0.380000000000000,0.360000000000000,3/23/2024 0:00:00,0816,N21,VIIRS,n,2.0NRT,284.310000000000002,0.300000000000000,N,-97.617792420000001,30.340514720000002
34.291289999999996,-118.802289999999999,307.040000000000020,0.440000000000000,0.390000000000000,3/23/2024 0:00:00,0956,N21,VIIRS,n,2.0NRT,282.069999999999993,1.360000000000000,N,-118.802277709999998,34.291285100000003
33.713549999999998,-117.709559999999996,297.720000000000027,0.500000000000000,0.410000000000000,3/23/2024 0:00:00,0956,N21,VIIRS,n,2.0NRT,272.399999999999977,1.490000000000000,N,-117.709547939999993,33.713545099999997
34.291130000000003,-118.802949999999996,308.670000000000016,0.400000000000000,0.370000000000000,3/24/2024 0:00:00,0937,N21,VIIRS,n,2.0NRT,278.310000000000002,1.110000000000000,N,-118.802937709999995,34.291125100000002
33.715600000000002,-117.710300000000004,297.769999999999982,0.520000000000000,0.420000000000000,3/25/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,279.459999999999980,1.040000000000000,N,-117.710287940000001,33.715595100000002
34.289839999999998,-118.803470000000004,310.680000000000007,0.400000000000000,0.440000000000000,3/25/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,278.149999999999977,0.970000000000000,N,-118.803457710000004,34.289835099999998
34.293709999999997,-118.801850000000002,297.529999999999973,0.370000000000000,0.580000000000000,3/26/2024 0:00:00,0900,N21,VIIRS,n,2.0NRT,279.759999999999991,0.940000000000000,N,-118.801837710000001,34.293705099999997
30.341059999999999,-97.619270000000000,300.129999999999995,0.400000000000000,0.370000000000000,3/28/2024 0:00:00,0822,N21,VIIRS,n,2.0NRT,281.709999999999980,0.640000000000000,N,-97.619262419999998,30.341054719999999
30.338780000000000,-97.619150000000005,297.899999999999977,0.430000000000000,0.380000000000000,3/29/2024 0:00:00,0803,N21,VIIRS,n,2.0NRT,285.779999999999973,0.620000000000000,N,-97.619142420000003,30.338774720000000
34.291350000000001,-118.803700000000006,301.579999999999984,0.380000000000000,0.360000000000000,3/29/2024 0:00:00,0943,N21,VIIRS,n,2.0NRT,277.230000000000018,0.890000000000000,N,-118.803687710000005,34.291345100000001
33.716340000000002,-117.711600000000004,309.810000000000002,0.400000000000000,0.370000000000000,3/29/2024 0:00:00,0943,N21,VIIRS,n,2.0NRT,282.790000000000020,1.520000000000000,N,-117.711587940000001,33.716335100000002
33.714050000000000,-117.710949999999997,297.639999999999986,0.450000000000000,0.630000000000000,4/1/2024 0:00:00,1028,N21,VIIRS,n,2.0NRT,278.089999999999975,0.700000000000000,N,-117.710937939999994,33.714045100000000
34.291849999999997,-118.799650000000000,297.629999999999995,0.410000000000000,0.450000000000000,4/2/2024 0:00:00,1009,N21,VIIRS,n,2.0NRT,280.689999999999998,0.670000000000000,N,-118.799637709999999,34.291845100000003
33.714810000000000,-117.710610000000003,295.250000000000000,0.480000000000000,0.480000000000000,4/2/2024 0:00:00,1009,N21,VIIRS,n,2.0NRT,281.189999999999998,0.770000000000000,N,-117.710597940000000,33.714805100000000
33.715009999999999,-117.709750000000000,299.759999999999991,0.480000000000000,0.480000000000000,4/2/2024 0:00:00,1009,N21,VIIRS,n,2.0NRT,281.629999999999995,1.090000000000000,N,-117.709737939999997,33.715005099999999
30.338870000000000,-97.619180000000000,297.449999999999989,0.390000000000000,0.360000000000000,4/3/2024 0:00:00,0809,N21,VIIRS,n,2.0NRT,282.050000000000011,0.550000000000000,N,-97.619172419999998,30.338864720000000
33.716400000000000,-117.709389999999999,309.819999999999993,0.430000000000000,0.380000000000000,4/3/2024 0:00:00,0949,N21,VIIRS,n,2.0NRT,283.870000000000005,1.600000000000000,N,-117.709377939999996,33.716395100000000
34.292540000000002,-118.803700000000006,310.240000000000009,0.400000000000000,0.370000000000000,4/3/2024 0:00:00,0949,N21,VIIRS,n,2.0NRT,282.290000000000020,1.640000000000000,N,-118.803687710000005,34.292535100000002
33.713340000000002,-117.711219999999997,299.610000000000014,0.390000000000000,0.600000000000000,4/6/2024 0:00:00,0854,N21,VIIRS,n,2.0NRT,277.459999999999980,0.870000000000000,N,-117.711207939999994,33.713335100000002
34.292630000000003,-118.801310000000001,297.610000000000014,0.460000000000000,0.630000000000000,4/6/2024 0:00:00,1034,N21,VIIRS,n,2.0NRT,274.620000000000005,0.650000000000000,N,-118.801297710000000,34.292625100000002
34.290999999999997,-118.803560000000004,301.620000000000005,0.500000000000000,0.490000000000000,4/7/2024 0:00:00,1013,N21,VIIRS,n,2.0NRT,275.720000000000027,1.310000000000000,N,-118.803547710000004,34.290995100000004
34.290680000000002,-118.804339999999996,303.449999999999989,0.440000000000000,0.390000000000000,4/8/2024 0:00:00,0956,N21,VIIRS,n,2.0NRT,277.920000000000016,0.800000000000000,N,-118.804327709999995,34.290675100000001
33.714570000000002,-117.710620000000006,305.790000000000020,0.500000000000000,0.410000000000000,4/8/2024 0:00:00,0956,N21,VIIRS,n,2.0NRT,279.439999999999998,1.340000000000000,N,-117.710607940000003,33.714565100000002
33.714540000000000,-117.710179999999994,304.209999999999980,0.380000000000000,0.360000000000000,4/9/2024 0:00:00,0937,N21,VIIRS,n,2.0NRT,281.889999999999986,0.990000000000000,N,-117.710167940000005,33.714535099999999
34.291069999999998,-118.801699999999997,314.620000000000005,0.390000000000000,0.370000000000000,4/9/2024 0:00:00,0937,N21,VIIRS,n,2.0NRT,281.089999999999975,1.520000000000000,N,-118.801687709999996,34.291065099999997
34.291620000000002,-118.802419999999998,306.610000000000014,0.400000000000000,0.440000000000000,4/10/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,282.769999999999982,1.180000000000000,N,-118.802407709999997,34.291615100000001
33.716410000000003,-117.712410000000006,305.149999999999977,0.520000000000000,0.420000000000000,4/10/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,285.370000000000005,1.090000000000000,N,-117.712397940000002,33.716405100000003
34.293070000000000,-118.801810000000003,295.220000000000027,0.560000000000000,0.690000000000000,4/11/2024 0:00:00,1041,N21,VIIRS,n,2.0NRT,282.000000000000000,0.550000000000000,N,-118.801797710000002,34.293065100000000
31.964390000000002,-106.584680000000006,299.019999999999982,0.430000000000000,0.380000000000000,4/12/2024 0:00:00,0839,N21,VIIRS,n,2.0NRT,276.970000000000027,0.820000000000000,N,-106.584670230000000,31.964384790000000
30.340489999999999,-97.619619999999998,300.009999999999991,0.400000000000000,0.370000000000000,4/13/2024 0:00:00,0822,N21,VIIRS,n,2.0NRT,286.819999999999993,0.710000000000000,N,-97.619612419999996,30.340484719999999
33.717030000000001,-117.710669999999993,298.610000000000014,0.400000000000000,0.370000000000000,4/14/2024 0:00:00,0943,N21,VIIRS,n,2.0NRT,279.050000000000011,1.180000000000000,N,-117.710657940000004,33.717025100000001
34.290379999999999,-118.804349999999999,308.509999999999991,0.500000000000000,0.410000000000000,4/15/2024 0:00:00,0924,N21,VIIRS,n,2.0NRT,278.920000000000016,1.500000000000000,N,-118.804337709999999,34.290375099999999
34.291989999999998,-118.804680000000005,298.029999999999973,0.600000000000000,0.530000000000000,4/16/2024 0:00:00,0905,N21,VIIRS,n,2.0NRT,280.209999999999980,0.430000000000000,N,-118.804667710000004,34.291985099999998
33.716470000000001,-117.710809999999995,298.269999999999982,0.490000000000000,0.650000000000000,4/17/2024 0:00:00,0845,N21,VIIRS,n,2.0NRT,283.860000000000014,0.880000000000000,N,-117.710797940000006,33.716465100000001
34.290430000000001,-118.800759999999997,298.019999999999982,0.370000000000000,0.580000000000000,4/17/2024 0:00:00,1028,N21,VIIRS,n,2.0NRT,283.180000000000007,0.680000000000000,N,-118.800747709999996,34.290425100000000
33.715490000000003,-117.710390000000004,298.129999999999995,0.450000000000000,0.630000000000000,4/17/2024 0:00:00,1028,N21,VIIRS,n,2.0NRT,283.230000000000018,0.660000000000000,N,-117.710377940000001,33.715485100000002
30.340920000000001,-97.618099999999998,301.579999999999984,0.390000000000000,0.360000000000000,4/19/2024 0:00:00,0809,N21,VIIRS,n,2.0NRT,288.019999999999982,0.520000000000000,N,-97.618092419999996,30.340914720000001
34.290289999999999,-118.803179999999998,308.459999999999980,0.430000000000000,0.380000000000000,4/20/2024 0:00:00,0932,N21,VIIRS,n,2.0NRT,282.410000000000025,1.270000000000000,N,-118.803167709999997,34.290285099999998
34.290329999999997,-118.803680000000000,312.410000000000025,0.440000000000000,0.390000000000000,4/24/2024 0:00:00,0956,N21,VIIRS,n,2.0NRT,280.420000000000016,1.600000000000000,N,-118.803667709999999,34.290325099999997
34.293289999999999,-118.803709999999995,298.730000000000018,0.400000000000000,0.440000000000000,4/26/2024 0:00:00,0917,N21,VIIRS,n,2.0NRT,280.509999999999991,0.940000000000000,N,-118.803697709999994,34.293285099999999
34.289700000000003,-118.802920000000000,305.579999999999984,0.370000000000000,0.580000000000000,4/27/2024 0:00:00,0900,N21,VIIRS,n,2.0NRT,280.569999999999993,0.970000000000000,N,-118.802907709999999,34.289695100000003
33.715400000000002,-117.710170000000005,298.730000000000018,0.320000000000000,0.540000000000000,4/27/2024 0:00:00,0900,N21,VIIRS,n,2.0NRT,282.689999999999998,0.640000000000000,N,-117.710157940000002,33.715395100000002
34.290149999999997,-118.803629999999998,305.480000000000018,0.510000000000000,0.410000000000000,4/29/2024 0:00:00,1002,N21,VIIRS,n,2.0NRT,283.009999999999991,0.970000000000000,N,-118.803617709999997,34.290145099999997
34.290810000000000,-118.802689999999998,305.480000000000018,0.510000000000000,0.410000000000000,4/29/2024 0:00:00,1002,N21,VIIRS,n,2.0NRT,283.180000000000007,1.770000000000000,N,-118.802677709999998,34.290805100000000
33.715940000000003,-117.712220000000002,306.649999999999977,0.400000000000000,0.440000000000000,4/29/2024 0:00:00,1002,N21,VIIRS,n,2.0NRT,284.600000000000023,0.790000000000000,N,-117.712207939999999,33.715935100000003
34.290030000000002,-118.803349999999995,302.970000000000027,0.380000000000000,0.360000000000000,4/30/2024 0:00:00,0943,N21,VIIRS,n,2.0NRT,284.339999999999975,0.650000000000000,N,-118.803337709999994,34.290025100000001
33.715539999999997,-117.711460000000002,305.959999999999980,0.390000000000000,0.370000000000000,4/30/2024 0:00:00,0943,N21,VIIRS,n,2.0NRT,284.759999999999991,0.950000000000000,N,-117.711447939999999,33.715535099999997
34.292189999999998,-118.801699999999997,331.800000000000011,0.400000000000000,0.370000000000000,4/30/2024 0:00:00,2101,N21,VIIRS,l,2.0NRT,305.529999999999973,1.370000000000000,D,-118.801687709999996,34.292185099999998
34.292990000000003,-118.802359999999993,300.860000000000014,0.500000000000000,0.410000000000000,5/1/2024 0:00:00,0924,N21,VIIRS,n,2.0NRT,282.459999999999980,0.930000000000000,N,-118.802347710000006,34.292985100000003
31.965309999999999,-106.585660000000004,301.120000000000005,0.530000000000000,0.500000000000000,5/1/2024 0:00:00,0924,N21,VIIRS,n,2.0NRT,287.649999999999977,1.580000000000000,N,-106.585650229999999,31.965304790000001
31.964359999999999,-106.586600000000004,302.920000000000016,0.450000000000000,0.390000000000000,5/2/2024 0:00:00,0905,N21,VIIRS,n,2.0NRT,288.139999999999986,0.710000000000000,N,-106.586590229999999,31.964354790000002
31.965309999999999,-106.586129999999997,319.889999999999986,0.390000000000000,0.360000000000000,5/3/2024 0:00:00,0845,N21,VIIRS,n,2.0NRT,289.139999999999986,2.440000000000000,N,-106.586120230000006,31.965304790000001
34.292769999999997,-118.801640000000006,307.050000000000011,0.440000000000000,0.380000000000000,5/6/2024 0:00:00,0932,N21,VIIRS,n,2.0NRT,278.949999999999989,1.230000000000000,N,-118.801627710000005,34.292765099999997
33.715060000000001,-117.709109999999995,299.240000000000009,0.400000000000000,0.370000000000000,5/6/2024 0:00:00,0932,N21,VIIRS,n,2.0NRT,282.259999999999991,0.440000000000000,N,-117.709097940000007,33.715055100000001
34.289230000000003,-118.804339999999996,299.600000000000023,0.490000000000000,0.490000000000000,5/7/2024 0:00:00,0911,N21,VIIRS,n,2.0NRT,281.079999999999984,1.380000000000000,N,-118.804327709999995,34.289225100000003
33.714399999999998,-117.712789999999998,305.000000000000000,0.420000000000000,0.450000000000000,5/7/2024 0:00:00,0911,N21,VIIRS,n,2.0NRT,281.410000000000025,0.890000000000000,N,-117.712777939999995,33.714395099999997
34.290320000000001,-118.804500000000004,297.310000000000002,0.470000000000000,0.640000000000000,5/8/2024 0:00:00,0852,N21,VIIRS,n,2.0NRT,281.170000000000016,0.590000000000000,N,-118.804487710000004,34.290315100000001
31.964410000000001,-106.585170000000005,306.199999999999989,0.380000000000000,0.360000000000000,5/8/2024 0:00:00,0854,N21,VIIRS,n,2.0NRT,288.500000000000000,1.110000000000000,N,-106.585160230000000,31.964404790000000
34.292240000000000,-118.801100000000005,299.310000000000002,0.450000000000000,0.630000000000000,5/8/2024 0:00:00,1034,N21,VIIRS,n,2.0NRT,281.279999999999973,0.700000000000000,N,-118.801087710000004,34.292235099999999
31.964350000000000,-106.584239999999994,306.459999999999980,0.500000000000000,0.410000000000000,5/9/2024 0:00:00,0835,N21,VIIRS,n,2.0NRT,288.470000000000027,1.970000000000000,N,-106.584230230000003,31.964344789999998
34.289709999999999,-118.802059999999997,300.410000000000025,0.490000000000000,0.490000000000000,5/9/2024 0:00:00,1013,N21,VIIRS,n,2.0NRT,282.370000000000005,1.160000000000000,N,-118.802047709999997,34.289705099999999
31.965319999999998,-106.587010000000006,303.490000000000009,0.430000000000000,0.380000000000000,5/14/2024 0:00:00,0839,N21,VIIRS,n,2.0NRT,288.310000000000002,0.980000000000000,N,-106.587000230000001,31.965314790000001
30.338780000000000,-97.618449999999996,304.100000000000023,0.400000000000000,0.370000000000000,5/15/2024 0:00:00,0822,N21,VIIRS,n,2.0NRT,290.980000000000018,0.670000000000000,N,-97.618442419999994,30.338774720000000
31.966040000000000,-106.586299999999994,318.089999999999975,0.450000000000000,0.390000000000000,5/18/2024 0:00:00,0907,N21,VIIRS,n,2.0NRT,290.850000000000023,2.660000000000000,N,-106.586290230000003,31.966034789999998
34.290390000000002,-118.804270000000002,300.230000000000018,0.400000000000000,0.370000000000000,5/21/2024 0:00:00,0949,N21,VIIRS,n,2.0NRT,280.069999999999993,1.060000000000000,N,-118.804257710000002,34.290385100000002
34.292690000000000,-118.802379999999999,309.019999999999982,0.440000000000000,0.380000000000000,5/22/2024 0:00:00,0930,N21,VIIRS,n,2.0NRT,283.180000000000007,1.550000000000000,N,-118.802367709999999,34.292685100000000
31.964870000000001,-106.587069999999997,303.680000000000007,0.520000000000000,0.420000000000000,5/23/2024 0:00:00,0911,N21,VIIRS,n,2.0NRT,288.610000000000014,1.040000000000000,N,-106.587060230000006,31.964864790000000
34.289670000000001,-118.802620000000005,298.110000000000014,0.490000000000000,0.480000000000000,5/25/2024 0:00:00,1013,N21,VIIRS,n,2.0NRT,280.480000000000018,1.170000000000000,N,-118.802607710000004,34.289665100000001
34.290019999999998,-118.803520000000006,301.949999999999989,0.490000000000000,0.480000000000000,5/25/2024 0:00:00,1013,N21,VIIRS,n,2.0NRT,280.569999999999993,1.200000000000000,N,-118.803507710000005,34.290015099999998
34.292110000000001,-118.800380000000004,313.990000000000009,0.440000000000000,0.380000000000000,5/26/2024 0:00:00,0956,N21,VIIRS,n,2.0NRT,282.649999999999977,1.490000000000000,N,-118.800367710000003,34.292105100000001
